source	asserted_behavior	scope	subsystem	js_test_or_reason	status	rationale
pdfjs/test/test_manifest.json#pr20043	pr20043; file=pdfs/pr20043.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr4606	pr4606; file=pdfs/pr4606.pdf; type=load; rounds=1; linked; pages=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#pr4731	pr4731; file=pdfs/pr4731.pdf; type=load; rounds=1; linked; pages=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#pr4897	pr4897; file=pdfs/pr4897.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr4922	pr4922; file=pdfs/pr4922.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr5134	pr5134; file=pdfs/pr5134.pdf; type=eq; rounds=1; linked; pages=2	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr7352	pr7352; file=pdfs/pr7352.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr8491	pr8491; file=pdfs/pr8491.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr8808	pr8808; file=pdfs/pr8808.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pr8808-partial	pr8808-partial; file=pdfs/pr8808.pdf; type=eq; rounds=1; linked; pages=1; partial render region	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#prefilled_f1040	prefilled_f1040; file=pdfs/prefilled_f1040.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#preistabelle	preistabelle; file=pdfs/preistabelle.pdf; type=eq; rounds=1; linked; pages=2	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#preistabelle-text	preistabelle-text; file=pdfs/preistabelle.pdf; type=text; rounds=1; linked; pages=1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#protected-stamp-editor-save-print	protected-stamp-editor-save-print; file=pdfs/empty_protected.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#protectip	protectip; file=pdfs/protectip.pdf; type=eq; rounds=1; linked	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#pypdf2332	pypdf2332; file=pdfs/pypdf2332.pdf; type=eq; rounds=1; linked; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#quadpoints	quadpoints; file=pdfs/quadpoints.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#radial_gradients	radial_gradients; file=pdfs/radial_gradients.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#recursiveCompositGlyf	recursiveCompositGlyf; file=pdfs/recursiveCompositGlyf.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#reduced_planck_constant	reduced_planck_constant; file=pdfs/reduced_planck_constant.pdf; type=text; rounds=1; linked	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#rotated-text	rotated-text; file=pdfs/rotated.pdf; type=text; rounds=1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#rotation	rotation; file=pdfs/rotation.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#S2-eq	S2-eq; file=pdfs/S2.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#scan-bad	scan-bad; file=pdfs/scan-bad.pdf; type=load; rounds=1	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#sci-notation	sci-notation; file=pdfs/sci-notation.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#scorecard_reduced	scorecard_reduced; file=pdfs/scorecard_reduced.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#sfaa_japanese	sfaa_japanese; file=pdfs/SFAA_Japanese.pdf; type=eq; rounds=1; linked; pages=1-1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#shavian-load	shavian-load; file=pdfs/shavian.pdf; type=load; rounds=1; linked	robustness-corpus	general	Select for a public open() robustness corpus gate or mark as duplicate of an existing real-document/parity case.	needs-adapted-js-test	PDF.js load/other manifest rows are upstream corpus inputs; each should either open/extract with stable public behavior, raise a documented stable error, or be linked to duplicate corpus coverage.
pdfjs/test/test_manifest.json#ShowText-ShadingPattern	ShowText-ShadingPattern; file=pdfs/ShowText-ShadingPattern.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#signature-rotation-print	signature-rotation-print; file=pdfs/tracemonkey.pdf; type=eq; rounds=1; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#signature-rotation-save	signature-rotation-save; file=pdfs/tracemonkey.pdf; type=eq; rounds=1; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#SimFang-variant	SimFang-variant; file=pdfs/SimFang-variant.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#simpletype3font	simpletype3font; file=pdfs/simpletype3font.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#simpletype3font-text	simpletype3font-text; file=pdfs/simpletype3font.pdf; type=text; rounds=1	pdfjs-capability	text	Add/verify a JS extraction test only if pdf.js text capability remains a named dependency.	needs-adapted-js-test	pdf.js text manifest items are capability checks for the retained pdf.js role, not the native default engine.
pdfjs/test/test_manifest.json#sizes	sizes; file=pdfs/sizes.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#smask_alpha_bc	smask_alpha_bc; file=pdfs/smask_alpha_bc.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#smask_alpha_oob	smask_alpha_oob; file=pdfs/smask_alpha_oob.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#smask_alpha_oob_transfer	smask_alpha_oob_transfer; file=pdfs/smask_alpha_oob_transfer.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#smask_luminosity_oob_transfer	smask_luminosity_oob_transfer; file=pdfs/smask_luminosity_oob_transfer.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#smaskdim	smaskdim; file=pdfs/smaskdim.pdf; type=eq; rounds=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#stamps-editor-print	stamps-editor-print; file=pdfs/stamps.pdf; type=eq; rounds=1; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
pdfjs/test/test_manifest.json#stamps-editor-save-print	stamps-editor-save-print; file=pdfs/stamps.pdf; type=eq; rounds=1; pages=1	excluded	viewer-ui	Rendering/reference-image behavior is not exposed by pdfplumber.js.	excluded	Visual rendering and viewer UI checks are excluded unless the capability is used or exposed by the extraction API.
